"Timestamp","Turbine","Blade1 Actual","Blade2 Actual","Blade3 Actual","Rotor Speed","State","Active Power","Nacelle Position","Air Temperature","Wind Speed"
"2020-03-11T00:31:00Z","GE01",-0.46958533,-0.43810606,-0.16901088,15.68897,16,415.85715,304.7407,57.055027,8.027469
"2020-03-11T00:32:00Z","GE01",-0.46719298,-0.43583333,-0.19011512,17.478582,16,643.8182,304.6942,57.03913,8.673249
"2020-03-11T00:33:00Z","GE01",-0.46480063,-0.4335606,-0.21121936,16.25733,16,527.31946,304.6477,57.023235,7.867296
"2020-03-11T00:34:00Z","GE01",-0.4624083,-0.43128788,-0.2323236,15.948269,16,450.3333,304.60123,57.00734,8.643309
"2020-03-11T00:35:00Z","GE01",-0.46001595,-0.42901516,-0.25342783,18.161884,16,740.125,304.55472,56.991444,9.205555
"2020-03-11T00:36:00Z","GE01",-0.4576236,-0.42674243,-0.27453208,19.397394,16,915,304.50824,56.975548,10.77532
"2020-03-11T00:37:00Z","GE01",-0.45523125,-0.4244697,-0.29563633,15.17745,16,417,304.46176,56.959652,6.852071
"2020-03-11T00:38:00Z","GE01",-0.4528389,-0.42219695,-0.31674057,18.685774,16,847.3333,304.41525,56.943756,9.137125
"2020-03-11T00:39:00Z","GE01",-0.45044658,-0.41992423,-0.33784482,15.375455,16,415.3117,304.36877,56.92786,7.073829
"2020-03-11T00:40:00Z","GE01",-0.44805422,-0.4176515,-0.35894907,14.726716,16,324.58334,304.32227,56.911964,7.297011
"2020-03-11T00:41:00Z","GE01",-0.44566187,-0.41537878,-0.3800533,16.251347,16,517.6364,298.46082,56.896072,8.054695
"2020-03-11T00:42:00Z","GE01",-0.44326952,-0.41310605,-0.40115753,19.057812,16,861.93195,299.0011,56.880177,8.364735
"2020-03-11T00:43:00Z","GE01",-0.4408772,-0.41083333,-0.42226177,16.527735,16,524,299.54138,56.86428,7.494199
"2020-03-11T00:44:00Z","GE01",-0.6539432,-0.6543758,-0.59610635,19.362652,16,993.3333,300.08163,56.848385,8.806425
"2020-03-11T00:45:00Z","GE01",-0.64356,-0.64473426,-0.5894314,18.019535,16,647.6,300.62192,56.83249,7.61691
"2020-03-11T00:46:00Z","GE01",-0.6331768,-0.63509274,-0.5827565,17.882421,16,634.26666,301.1622,56.816593,7.639665
"2020-03-11T00:47:00Z","GE01",-0.6227936,-0.6254512,-0.5760816,15.406586,16,455.07724,301.70248,56.800697,8.531841
"2020-03-11T00:48:00Z","GE01",-0.61241037,-0.6158096,-0.5694067,13.981469,16,325.6536,302.24274,56.7848,7.555406
"2020-03-11T00:49:00Z","GE01",-0.6020272,-0.6061681,-0.5627318,12.239435,16,173.125,302.78302,56.768906,5.175661
"2020-03-11T00:50:00Z","GE01",-0.591644,-0.59652656,-0.55605686,14.008628,16,283.9524,303.3233,56.75301,7.973207
"2020-03-11T00:51:00Z","GE01",-0.5812608,-0.58688504,-0.549382,15.484644,16,423.44446,303.86356,56.737114,7.8772244
"2020-03-11T00:52:00Z","GE01",-0.5708776,-0.5772435,-0.542707,15.236604,16,368.64545,304.40384,56.72122,6.302245
"2020-03-11T00:53:00Z","GE01",-0.5604944,-0.567602,-0.53603214,14.489103,16,299.48148,304.94412,56.705322,6.16989
"2020-03-11T00:54:00Z","GE01",-0.55011123,-0.55796045,-0.52935725,15.753471,16,483.88892,305.4844,56.689426,6.695298
"2020-03-11T00:55:00Z","GE01",-0.53972805,-0.54831886,-0.5226823,15.63658,16,468.7143,306.02466,56.67353,7.495495
"2020-03-11T00:56:00Z","GE01",-0.52934486,-0.53867733,-0.5160074,14.719485,16,326.32632,306.56494,56.657635,6.8200154
"2020-03-11T00:57:00Z","GE01",-0.5138983,-0.53474575,-0.5142373,19.047203,16,944,307.10522,56.64174,9.838441
"2020-03-11T00:58:00Z","GE01",-0.5674545,-0.6365454,-0.5674545,19.949583,16,1164.5,307.6455,56.625843,9.746135
"2020-03-11T00:59:00Z","GE01",-0.121202014,-0.16444446,-0.124545425,19.78736,16,1052,308.18576,56.609947,10.349795
"2020-03-11T01:00:00Z","GE01",-0.56121814,-0.61950004,-0.56140906,17.837759,16,628.4545,308.72604,56.594055,8.43812
"2020-03-11T01:01:00Z","GE01",-0.55285454,-0.60950005,-0.55322725,18.630371,16,792.6667,309.26633,56.57816,8.245358
"2020-03-11T01:02:00Z","GE01",-0.5444909,-0.59950006,-0.5450454,16.485521,16,561,309.80658,56.562263,7.4704394
"2020-03-11T01:03:00Z","GE01",-0.5361272,-0.5895,-0.53686357,19.052998,16,833.8889,310.34686,56.546368,8.238677
"2020-03-11T01:04:00Z","GE01",-0.5277636,-0.5795,-0.52868176,16.703201,16,578.39996,310.88715,56.53047,8.267839
"2020-03-11T01:05:00Z","GE01",-0.51939994,-0.5695,-0.52049994,16.961369,16,582,311.42743,56.514576,7.871828
"2020-03-11T01:06:00Z","GE01",-0.51103634,-0.55950004,-0.51231813,15.665928,16,426.4,311.96768,56.49868,7.816232
"2020-03-11T01:07:00Z","GE01",-0.5026727,-0.54950005,-0.5041363,16.362595,16,464.53845,312.50797,56.482784,7.866605
"2020-03-11T01:08:00Z","GE01",-0.49430904,-0.53950006,-0.4959545,15.958397,16,465.90775,313.04825,56.46689,7.1648273
"2020-03-11T01:09:00Z","GE01",-0.4859454,-0.5295,-0.48777267,15.95221,16,461.27036,313.58853,56.450993,8.556231
"2020-03-11T01:10:00Z","GE01",-0.47758177,-0.5195,-0.47959086,15.306699,16,379.66666,314.12878,56.435097,7.4354835
"2020-03-11T01:11:00Z","GE01",-0.46921813,-0.5095,-0.47140905,16.316051,16,516.45264,314.66907,56.4192,7.4219556
"2020-03-11T01:12:00Z","GE01",-0.4608545,-0.49950004,-0.46322724,17.008465,16,596.6909,315.20935,56.403305,8.514627
"2020-03-11T01:13:00Z","GE01",-0.45249087,-0.48950002,-0.45504543,14.633168,16,374.188,315.74963,56.38741,6.8615556
"2020-03-11T01:14:00Z","GE01",-0.44412723,-0.47950003,-0.4468636,15.091126,16,399.2,316.2899,56.371513,7.620718
"2020-03-11T01:15:00Z","GE01",-0.4357636,-0.4695,-0.43868178,18.965504,16,846.5,316.83017,56.355618,9.120808
"2020-03-11T01:16:00Z","GE01",-0.42739996,-0.4595,-0.43049997,19.493,16,902,317.37045,56.33972,11.214254
"2020-03-11T01:17:00Z","GE01",-0.41903633,-0.44950002,-0.42231816,15.265365,16,410.35,317.9107,56.323826,7.692697
"2020-03-11T01:18:00Z","GE01",-0.4106727,-0.4395,-0.41413635,16.697168,16,514.75,318.28198,56.307934,7.866577
"2020-03-11T01:19:00Z","GE01",-0.40230906,-0.4295,-0.40595454,17.418602,16,637.4,318.28854,56.292038,7.150182
"2020-03-11T01:20:00Z","GE01",-0.39394543,-0.4195,-0.39777273,15.982309,16,468.1875,318.29507,56.276142,7.036914
"2020-03-11T01:21:00Z","GE01",-0.3855818,-0.4095,-0.3895909,16.224401,16,489.03424,318.30167,56.260246,7.712471
"2020-03-11T01:22:00Z","GE01",-0.37721816,-0.3995,-0.38140905,12.89115,16,250,318.30823,56.244354,6.1752954
"2020-03-11T01:23:00Z","GE01",-0.36885452,-0.38950002,-0.37322727,17.421013,16,692.5,318.31476,56.228455,9.145708
"2020-03-11T01:24:00Z","GE01",-0.3604909,-0.3795,-0.36504543,16.10623,16,509.36365,318.32132,56.21256,6.859447
"2020-03-11T01:25:00Z","GE01",-0.35212725,-0.3695,-0.35686362,14.791582,16,358.95657,318.32788,56.196663,6.623848
"2020-03-11T01:26:00Z","GE01",-0.34376362,-0.35950002,-0.3486818,14.90711,16,365,318.33444,56.180767,7.584589
"2020-03-11T01:27:00Z","GE01",-0.3354,-0.3495,-0.3405,15.006964,16,409.06592,318.341,56.16487,7.8472586
"2020-03-11T01:28:00Z","GE01",-0.32703632,-0.3395,-0.3323182,14.472185,16,344.36194,318.34756,56.14898,7.024034
"2020-03-11T01:29:00Z","GE01",-0.31867272,-0.32950002,-0.32413635,13.682327,16,290.4148,318.35413,56.133083,7.1455674
"2020-03-11T01:30:00Z","GE01",-0.31030908,-0.3195,-0.31595454,14.281012,16,312.2121,318.3607,56.117188,6.896959
"2020-03-11T01:31:00Z","GE01",-0.30194545,-0.3095,-0.3077727,15.075036,16,373.6667,318.36725,56.101288,7.658148
"2020-03-11T01:32:00Z","GE01",-0.29358178,-0.2995,-0.29959092,14.692858,16,348.73334,318.3738,56.085392,7.0564876
"2020-03-11T01:33:00Z","GE01",-0.28521815,-0.2895,-0.29140908,16.218405,16,461.55554,318.38037,56.0695,7.301932
"2020-03-11T01:34:00Z","GE01",-0.27685452,-0.2795,-0.28322726,15.583151,16,455.6875,318.38693,56.053604,7.54557
"2020-03-11T01:35:00Z","GE01",-0.26849088,-0.26950002,-0.27504545,17.447062,16,635.78125,318.3935,56.03771,8.659566
"2020-03-11T01:36:00Z","GE01",-0.26012725,-0.25950003,-0.26686364,17.545061,16,662.1428,318.40002,56.021812,8.136973
"2020-03-11T01:37:00Z","GE01",-0.2517636,-0.2495,-0.2586818,15.754263,16,406.62756,318.4066,56.005917,7.713695
"2020-03-11T01:38:00Z","GE01",-0.24339998,-0.2395,-0.25049996,17.1977,16,552.93335,318.41315,55.99002,9.035572
"2020-03-11T01:39:00Z","GE01",-0.23503634,-0.22950001,-0.24231817,18.353292,16,682.7006,318.4197,55.974125,8.034049
"2020-03-11T01:40:00Z","GE01",-0.22667271,-0.2195,-0.23413636,16.539982,16,501.82053,318.42627,55.95823,8.233949
"2020-03-11T01:41:00Z","GE01",-0.21830907,-0.2095,-0.22595453,18.059977,16,692.25385,318.43286,55.942337,8.120652
"2020-03-11T01:42:00Z","GE01",-0.20994544,-0.19950001,-0.21777272,16.269253,16,497.66666,318.4394,55.926437,7.4591055
"2020-03-11T01:43:00Z","GE01",-0.2015818,-0.1895,-0.2095909,16.556664,16,581.6667,318.44595,55.91054,7.976098
"2020-03-11T01:44:00Z","GE01",-0.19321817,-0.1795,-0.20140909,17.406681,16,645.1786,318.4525,55.894646,8.6611595
"2020-03-11T01:45:00Z","GE01",-0.18485454,-0.1695,-0.19322726,17.353558,16,614.7143,318.45905,55.878754,8.972319
"2020-03-11T01:46:00Z","GE01",-0.1764909,-0.1595,-0.18504545,17.17227,16,638.08527,318.46564,55.862854,8.888674
"2020-03-11T01:47:00Z","GE01",-0.16812727,-0.1495,-0.17686364,15.739916,16,481.875,318.4722,55.846962,8.075142
"2020-03-11T01:48:00Z","GE01",-0.15976363,-0.1395,-0.16868182,16.241062,16,472.87878,318.47876,55.831066,8.000744
"2020-03-11T01:49:00Z","GE01",-0.1514,-0.1295,-0.16049999,17.285156,16,599,318.48532,55.81517,8.851857
"2020-03-11T01:50:00Z","GE01",-0.14303637,-0.1195,-0.15231818,16.388258,16,524.8397,318.49188,55.799274,7.790982
"2020-03-11T01:51:00Z","GE01",-0.13467273,-0.1095,-0.14413635,17.178934,16,579.5,318.49844,55.78338,7.592972
"2020-03-11T01:52:00Z","GE01",-0.12630908,-0.0995,-0.13595454,15.311303,16,394,318.50497,55.767483,7.964965
"2020-03-11T01:53:00Z","GE01",-0.117945455,-0.089499995,-0.12777272,19.05038,16,853.45,318.51154,55.751587,9.267243
"2020-03-11T01:54:00Z","GE01",-0.61,-0.6,-0.65,19.180521,16,1131,318.5181,55.73569,8.254207
"2020-03-11T01:55:00Z","GE01",-0.5988149,-0.5900133,-0.63561916,15.292293,16,379.35715,318.52466,55.719795,6.962543
"2020-03-11T01:56:00Z","GE01",-0.58762985,-0.5800266,-0.62123835,16.915508,16,604.1111,318.53122,55.7039,8.769629
"2020-03-11T01:57:00Z","GE01",-0.57644475,-0.57004,-0.6068575,18.635288,16,809.4645,318.53778,55.688004,9.988848
"2020-03-11T01:58:00Z","GE01",-0.5652597,-0.5600533,-0.59247667,18.03521,16,753.9,318.54434,55.672108,9.663978
"2020-03-11T01:59:00Z","GE01",-0.5540746,-0.5500666,-0.57809585,17.375381,16,613.72156,318.5509,55.65621,8.289762
"2020-03-11T02:00:00Z","GE01",-0.5428895,-0.5400799,-0.56371504,15.812452,16,452.57016,318.55746,55.640316,7.813587
"2020-03-11T02:01:00Z","GE01",-0.5317044,-0.53009325,-0.5493342,15.13586,16,363.71875,318.56403,55.62442,6.793152
"2020-03-11T02:02:00Z","GE01",-0.5205194,-0.52010655,-0.53495336,16.23469,16,502.9238,318.57056,55.623253,7.46075
"2020-03-11T02:03:00Z","GE01",-0.5093342,-0.51011986,-0.52057254,16.47772,16,567.3889,318.57715,55.644184,7.874722
"2020-03-11T02:04:00Z","GE01",-0.49814916,-0.50013316,-0.50619173,16.829939,16,526.3571,318.58368,55.66511,8.208897
"2020-03-11T02:05:00Z","GE01",-0.48696405,-0.4901465,-0.4918109,16.252228,16,482.93332,318.59027,55.68604,8.272682
"2020-03-11T02:06:00Z","GE01",-0.47577897,-0.4801598,-0.47743008,15.843556,16,425.47543,318.5968,55.70697,7.785026
"2020-03-11T02:07:00Z","GE01",-0.4645939,-0.47017312,-0.46304926,17.006645,16,590.9375,318.60336,55.727898,8.136515
"2020-03-11T02:08:00Z","GE01",-0.4534088,-0.46018642,-0.44866842,16.552147,16,503.88235,318.60992,55.748825,8.866585
"2020-03-11T02:09:00Z","GE01",-0.44222373,-0.45019975,-0.4342876,17.62547,16,617.4625,318.6165,55.769756,8.323166
"2020-03-11T02:10:00Z","GE01",-0.43103862,-0.44021305,-0.41990677,16.873175,16,585.63635,318.62305,55.790684,8.515188
"2020-03-11T02:11:00Z","GE01",-0.41985354,-0.43022636,-0.40552595,17.361008,16,607,318.6296,55.81161,8.457671
"2020-03-11T02:12:00Z","GE01",-0.40866846,-0.4202397,-0.3911451,17.207039,16,619.5,318.63617,55.832542,8.842422
"2020-03-11T02:13:00Z","GE01",-0.39748338,-0.410253,-0.3767643,18.01716,16,700.5,318.64273,55.85347,8.448736
"2020-03-11T02:14:00Z","GE01",-0.38629827,-0.40026632,-0.36238346,18.216528,16,662.96747,318.6493,55.874397,9.053539
"2020-03-11T02:15:00Z","GE01",-0.3751132,-0.39027962,-0.34800264,17.342543,16,586,318.65585,55.895325,7.410234
"2020-03-11T02:16:00Z","GE01",-0.3639281,-0.38029295,-0.33362183,17.355864,16,602.35297,318.6624,55.916256,8.17232
"2020-03-11T02:17:00Z","GE01",-0.35274303,-0.37030625,-0.31924102,16.644094,16,514,318.66898,55.937183,6.884979
"2020-03-11T02:18:00Z","GE01",-0.34155792,-0.36031955,-0.30486017,18.223217,16,681.8889,318.67554,55.958115,7.9938564
"2020-03-11T02:19:00Z","GE01",-0.33037284,-0.3503329,-0.29047936,19.379564,16,891,318.6821,55.979042,10.15146
"2020-03-11T02:20:00Z","GE01",-0.5468496,-0.63646126,-0.5367961,17.225594,16,623.3333,318.68866,55.99997,8.578952
"2020-03-11T02:21:00Z","GE01",-0.5434128,-0.6326009,-0.5333009,17.166092,16,554.3077,318.6952,56.020897,8.612205
"2020-03-11T02:22:00Z","GE01",-0.53997594,-0.6287405,-0.52980566,16.647919,16,535.5,318.70175,56.04183,8.185802
"2020-03-11T02:23:00Z","GE01",-0.53653914,-0.6248801,-0.52631044,16.072363,16,521,318.7083,56.062756,8.142385
"2020-03-11T02:24:00Z","GE01",-0.53310233,-0.62101966,-0.5228152,17.20259,16,557.55554,318.71487,56.083683,7.977839
"2020-03-11T02:25:00Z","GE01",-0.5296655,-0.61715925,-0.51932,18.694801,16,789.5455,318.72144,56.10461,8.990828
"2020-03-11T02:26:00Z","GE01",-0.5262287,-0.6132989,-0.5158248,19.289911,16,1010.5,318.72803,56.12554,10.896481
"2020-03-11T02:27:00Z","GE01",-0.52279186,-0.6094384,-0.51232964,19.581251,16,879.94116,318.73456,56.14647,9.693002
"2020-03-11T02:28:00Z","GE01",-0.51935506,-0.60557806,-0.5088344,18.697477,16,818.8571,318.74112,56.167397,9.301006
"2020-03-11T02:29:00Z","GE01",-0.51591825,-0.60171765,-0.5053392,18.517658,16,761.6667,318.74768,56.188328,9.653849
"2020-03-11T02:30:00Z","GE01",-0.51248145,-0.59785724,-0.501844,17.80893,16,702.4286,318.75424,56.209255,9.014561
"2020-03-11T02:31:00Z","GE01",-0.50904465,-0.5939968,-0.49834877,17.572803,16,613.3667,318.7608,56.230186,9.060244
"2020-03-11T02:32:00Z","GE01",-0.5056078,-0.5901364,-0.4948536,18.332386,16,744.56885,318.76733,56.251114,9.274533
"2020-03-11T02:33:00Z","GE01",-0.502171,-0.586276,-0.49135837,18.923815,16,802.19965,318.77393,56.27204,9.718366
"2020-03-11T02:34:00Z","GE01",-0.49873418,-0.5824156,-0.48786315,18.285688,16,769.87634,318.7805,56.29297,9.437211
"2020-03-11T02:35:00Z","GE01",-0.49529737,-0.5785552,-0.48436797,18.627295,16,775.2105,318.78705,56.313896,9.073883
"2020-03-11T02:36:00Z","GE01",-0.49186054,-0.5746948,-0.48087275,18.454994,16,701.7143,318.79358,56.334827,9.077538
"2020-03-11T02:37:00Z","GE01",-0.48842373,-0.5708344,-0.47737753,17.341476,16,613.1428,318.80017,56.355755,7.9910054
"2020-03-11T02:38:00Z","GE01",-0.4849869,-0.566974,-0.47388235,16.931137,16,612.41705,318.8067,56.376682,8.09466
"2020-03-11T02:39:00Z","GE01",-0.4815501,-0.5631136,-0.47038713,17.556698,16,690.0803,318.81326,56.397614,8.939022
"2020-03-11T02:40:00Z","GE01",-0.47811326,-0.55925316,-0.4668919,17.8008,16,643.474,318.81982,56.41854,8.8856125
"2020-03-11T02:41:00Z","GE01",-0.47467646,-0.55539274,-0.4633967,17.049696,16,646.80896,318.8264,56.43947,8.527863
"2020-03-11T02:42:00Z","GE01",-0.47123966,-0.5515324,-0.4599015,16.94124,16,620,318.83295,56.4604,7.725764
"2020-03-11T02:43:00Z","GE01",-0.46780282,-0.547672,-0.4564063,16.80594,16,598.71326,318.8395,56.481327,8.717013
"2020-03-11T02:44:00Z","GE01",-0.46436602,-0.54381156,-0.45291108,16.227571,16,493.38095,318.84607,56.502254,7.926633
"2020-03-11T02:45:00Z","GE01",-0.4609292,-0.53995115,-0.44941586,16.532078,16,532.6891,318.85263,56.523182,7.0583844
"2020-03-11T02:46:00Z","GE01",-0.45749238,-0.53609073,-0.44592068,15.296509,16,389,318.8592,56.544113,7.070978
"2020-03-11T02:47:00Z","GE01",-0.45405558,-0.5322303,-0.44242546,16.962479,16,554.6667,318.86575,56.56504,8.446089
"2020-03-11T02:48:00Z","GE01",-0.45061874,-0.5283699,-0.43893024,16.198877,16,493.71274,318.8723,56.585968,8.359194
"2020-03-11T02:49:00Z","GE01",-0.44718194,-0.52450955,-0.43543506,16.153927,16,475.09998,318.87885,56.606895,7.3218756
"2020-03-11T02:50:00Z","GE01",-0.4437451,-0.5206491,-0.43193984,16.071804,16,453.31677,318.88544,56.627823,8.251579
"2020-03-11T02:51:00Z","GE01",-0.4403083,-0.5167887,-0.42844462,16.383385,16,522.8802,318.89197,56.648754,7.666406
"2020-03-11T02:52:00Z","GE01",-0.4368715,-0.5129283,-0.42494944,16.602121,16,578.03735,318.89853,56.669685,8.325388
"2020-03-11T02:53:00Z","GE01",-0.43343467,-0.5090679,-0.42145422,16.147755,16,490.06912,318.9051,56.690613,7.436691
"2020-03-11T02:54:00Z","GE01",-0.42999786,-0.5052075,-0.417959,15.87762,16,470.66968,318.91165,56.71154,7.261024
"2020-03-11T02:55:00Z","GE01",-0.42656103,-0.50134706,-0.4144638,16.092936,16,495.7551,318.9182,56.732468,8.074689
"2020-03-11T02:56:00Z","GE01",-0.42312422,-0.49748668,-0.4109686,15.874442,16,512.6042,318.92477,56.7534,8.340204
"2020-03-11T02:57:00Z","GE01",-0.41968742,-0.4936263,-0.4074734,16.197062,16,535.93335,318.93134,56.774326,8.795286
"2020-03-11T02:58:00Z","GE01",-0.4162506,-0.48976588,-0.40397817,15.483884,16,405.58975,318.9379,56.795254,7.0971146
"2020-03-11T02:59:00Z","GE01",-0.41281378,-0.48590547,-0.40048295,15.730087,16,494.47058,318.94446,56.816185,8.174117
"2020-03-11T03:00:00Z","GE01",-0.40937695,-0.48204505,-0.39698777,15.006355,16,379.79642,318.95102,56.837112,6.783695
"2020-03-11T03:01:00Z","GE01",-0.40594015,-0.47818464,-0.39349255,13.605541,16,266.20407,318.95758,56.85804,6.6016593
"2020-03-11T03:02:00Z","GE01",-0.4025033,-0.47432426,-0.38999733,14.750876,16,353.53333,318.96414,56.87897,7.064909
"2020-03-11T03:03:00Z","GE01",-0.3990665,-0.47046384,-0.38650212,15.421825,16,425,318.9707,56.8999,7.2732043
"2020-03-11T03:04:00Z","GE01",-0.3956297,-0.46660346,-0.38300693,13.377478,16,248.41667,318.97723,56.92083,6.1234045
"2020-03-11T03:05:00Z","GE01",-0.39219287,-0.46274304,-0.3795117,13.880819,16,317.51688,318.98383,56.941757,7.0959797
"2020-03-11T03:06:00Z","GE01",-0.38875607,-0.45888263,-0.3760165,12.095498,16,152,318.99036,56.962685,5.2700663
"2020-03-11T03:07:00Z","GE01",-0.38531923,-0.45502222,-0.3725213,12.131163,16,209.2,318.99692,56.983612,6.7800455
"2020-03-11T03:08:00Z","GE01",-0.38188243,-0.45116183,-0.3690261,12.166826,16,195,319.00348,57.00454,5.850738
"2020-03-11T03:09:00Z","GE01",-0.37844563,-0.44730142,-0.36553088,12.20249,16,144.83333,319.01004,57.02547,4.792131
"2020-03-11T03:10:00Z","GE01",-0.3750088,-0.443441,-0.3620357,12.519238,16,197.7143,319.0166,57.0464,5.2021456
"2020-03-11T03:11:00Z","GE01",-0.371572,-0.4395806,-0.35854048,12.329404,16,198.225,319.02316,57.067326,6.121451
"2020-03-11T03:12:00Z","GE01",-0.36813515,-0.4357202,-0.35504526,12.237349,16,214.36108,319.02972,57.088257,6.436185
"2020-03-11T03:13:00Z","GE01",-0.36469835,-0.4318598,-0.35155004,12.293947,16,191,319.0363,57.109184,6.091052
"2020-03-11T03:14:00Z","GE01",-0.36126155,-0.42799938,-0.34805486,13.74669,16,305.06735,319.04285,57.13011,5.978934
"2020-03-11T03:15:00Z","GE01",-0.3578247,-0.424139,-0.34455964,15.06297,16,397.95618,319.0494,57.15104,6.978186
"2020-03-11T03:16:00Z","GE01",-0.3543879,-0.42027858,-0.34106445,13.753403,16,279.53845,319.05597,57.17197,6.0767326
"2020-03-11T03:17:00Z","GE01",-0.35095108,-0.41641816,-0.3375692,12.282434,16,222.05246,319.06253,57.192898,5.976069
"2020-03-11T03:18:00Z","GE01",-0.34751427,-0.41255778,-0.33407402,12.194444,16,152.73077,319.1087,57.213825,5.5718064
"2020-03-11T03:19:00Z","GE01",-0.34407747,-0.40869737,-0.3305788,12.12964,16,148,319.16187,57.234756,4.9448957
"2020-03-11T03:20:00Z","GE01",-0.34064063,-0.40483695,-0.32708362,12.131825,16,198.70589,319.21503,57.255684,6.2980595
"2020-03-11T03:21:00Z","GE01",-0.33720383,-0.40097654,-0.3235884,12.16613,16,188.81818,319.2682,57.27661,4.959543
"2020-03-11T03:22:00Z","GE01",-0.333767,-0.39711612,-0.32009318,12.328907,16,125.66667,319.32135,57.29754,4.727664
"2020-03-11T03:23:00Z","GE01",-0.3303302,-0.39325574,-0.31659797,12.463607,16,201.81818,319.3745,57.31847,6.312024
"2020-03-11T03:24:00Z","GE01",-0.3268934,-0.38939533,-0.31310278,12.086525,16,178,319.42767,57.3394,5.4034367
"2020-03-11T03:25:00Z","GE01",-0.32345656,-0.3855349,-0.30960757,12.239957,16,195.2,319.4808,57.360325,5.90135
